,quoteid,value_score,list_price,quoted_price,tmc,leading_brand,leading_brand_value,leading_brand_pct,upgmes,countrycode,indirect,ln_ds,ln_vs,gap_ev,tc,quant_intercept
0,5131290-JP,346707.6970511709,1584495.2826700003,1445259.2390200004,99156.0374,,251860.49812956806,0.7264346891392945,0,JP,1,14.275777112051667,12.756240216594053,3.5701082671028113,0,1.0
