,ComRevCat,ComRevDivCd,ComBrand,ComGroup,ComFamily,ComMT,ComMTM,Count,Avg,StdDev,Low,Med,High,Low_m,Low_b,Med_m,Med_b,High_m,High_b,r2,MSE,QP_ComMedPofL,QP_ComLogListPrice,QP_ComPctContrib,QP_UpgMES,QP_LogDealSize,QP_Indirect(1/0),QP_ComDelgPriceL4PofL,QP_EndOfQtr,QP_ClientSeg=E,PV_ComMedPofL,PV_ComLogListPrice,PV_ComPctContrib,PV_UpgMES,PV_LogDealSize,PV_Indirect(1/0),PV_ComDelgPriceL4PofL,PV_EndOfQtr,PV_ClientSeg=E,Qr2,QMSE,Adj_YtoMedPofL,Adj_psych,Adj_InputByBrand,avg_quote_cost,avg_quote_prc,avg_quote_prc_wp,avg_quote_prc_GP,avg_quote_prc_EGP,avg_opt_prc,avg_opt_prc_wp,avg_opt_prc_GP,avg_opt_prc_EGP
167,S,Power,OTHER POWER,OTHER,RHEL & SLES & RTSS,5639a,,533.0,0.824710131806,0.019377444179,0.819999999998,0.833333333333,0.86,0.0,0.819999999998,0.0,0.82,0.0,0.86,0.0200720806264,0.000409347798576,0,0,-0.023735,0,-0.008514,-0.018194,1.081508,-0.001287,-0.00368,0,0,0.0431658,0,0.0,0.0,0.0,0.422714,0.2983656,0.23232303639938501,0.016993918734423411,-0.003125591469805955,1.0600000000000001,0,0.733489681051,0.824710131806,0.979656361668,0.110241764231,0.106166567551,0.864134351341,0.977178152398,0.151189024811,0.147943935068
168,S,Power,OTHER POWER,OTHER,RHEL & SLES & RTSS,5639a,5639RLEa,169.0,0.828508864772,0.0190555512947,0.819999999997,0.833333333332,0.86,0.0,0.819999999997,0.0,0.82,0.0,0.86,0.0923979905211,0.000443482257604,-3270863882.058182,0,-0.015064,-5839.056943,-0.005397,-0.02414,3279001154.236961,-0.009007,0,0.0,0,0.274468,0.0,0.0299434,0.0,0.0,0.0005797,0,0.40735486206232474,0.014713215370431468,-0.0064688647743519345,1.0600000000000001,0,0.75,0.828508864772,0.976252688176,0.0943027628527,0.0904005298752,0.863149797554,0.967959224168,0.131055752119,0.12683438226
169,S,Power,OTHER POWER,OTHER,RHEL & SLES & RTSS,5639a,5639SAPa,119.0,0.822458000892,0.0133591314292,0.819999999999,0.82,0.820000000002,0.0,0.819999999999,0.0,0.82,0.0,0.820000000002,0.0898694238169,0.000183545728827,-1510843939.480652,-0.012216,0.180617,-892.967672,0,-0.009173,1510843940.547066,0,0.006225,0.0,6.4e-06,0.0,0.0,0,1.41e-05,0.0,0,0.2224493,0.4669559501644851,0.0097947250539864097,-0.002458000891907508,1.0600000000000001,0,0.689915966386,0.822458000892,0.991529391122,0.160983691316,0.159118206639,0.865329949297,0.987956342329,0.202681926569,0.200227672247
170,S,Power,OTHER POWER,POWERHA,,,,1304.0,0.566680051484,0.0997097483765,0.38,0.57849509804,0.71849509804,0.0,0.38,0.0,0.57849509804,0.0,0.66,0.120742188977,0.0103657093713,1.042388,-0.003578,0.052072,0,-0.016554,0.069374,-0.056801,0,0.009504,0.0,0.2899364,0.0132908,0,0.0001694,0.0,0.2588895,0,0.3540199,0.97693909412759317,0.087376972034736988,0.021290707020643729,1.0600000000000001,0,0.260552011483,0.566680051484,0.66218184168,0.518965753289,0.326394307633,0.547249696141,0.778055639675,0.521688791949,0.406235363993
171,S,Power,OTHER POWER,POWERHA,BRMS (BACKUP REVOVERY),,,150.0,0.631635346391,0.0675779278931,0.4895,0.66,0.745250000001,0.0,0.4895,0.0,0.66,0.0,0.660000000001,0.012589691995,0.00552320941404,1.101205,0,-0.115788,0,-0.053844,0.191192,0,0,0,0.0,0,0.0022895,0,1e-07,1.17e-05,0,0,0,0.24116306217978134,0.059065188980322154,0.019669153609642942,1.0600000000000001,0,0.25042,0.631635346391,0.711317847446,0.596423636681,0.41830852675,0.605833510593,0.833925543512,0.585795398294,0.488157381955
172,S,Power,OTHER POWER,POWERHA,BRMS (BACKUP REVOVERY),5770a,,148.0,0.631252040261,0.067951970265,0.4895,0.66,0.745250000001,0.0,0.4895,0.0,0.66,0.0,0.660000000001,0.00441139071229,0.00563793591308,1.107525,0,-0.117459,0,-0.054691,0.191643,0,0,0,0.0,0,0.0022274,0,1e-07,1.28e-05,0,0,0,0.2402784103493264,0.059429418122841075,0.020052459739490103,1.0600000000000001,0,0.250425675676,0.631252040261,0.712183310086,0.59608865716,0.41852579915,0.605840604522,0.833950976313,0.585783061845,0.488159260554
173,S,Power,OTHER POWER,POWERHA,PWRHA ENTERPRISE ED,,,145.0,0.612605491873,0.087876557867,0.444000000001,0.66,0.768,1.70412600205,-0.0315609146399,0.494919570131,0.496613210549,0.606113157632,0.505507293506,0.158896577859,0.00907388080378,1.664498,-0.030521,0,0,-0.037803,0,-0.526547,-0.017751,0.018363,0.0,0.0001441,0,0,0.0012608,0,0.0099874,0.1895675,0.4884275,0.98442526298074307,0.077235001263517455,0.02709000320608046,1.0600000000000001,0,0.289102094896,0.612605491873,0.70210206963,0.514819844126,0.347741782063,0.598901269038,0.798626901704,0.516601886999,0.41135846443
174,S,Power,OTHER POWER,POWERHA,PWRHA STANDARD ED,,,465.0,0.575660766456,0.0982204303065,0.38,0.590400000001,0.730400000001,1.04565704726,0.137232132018,1.08679598529,0.316428827502,0.530586872171,0.520945839699,0.179019940633,0.0103147697953,1.080771,-0.00622,0.112003,0,-0.018948,0.097005,-0.168177,0,0.012738,0.0,0.2752947,0.1802163,0,0.0121035,0.0,0.0142381,0,0.4814986,0.97772458574008747,0.087158716112572504,0.026413098711737137,1.0600000000000001,0,0.266638750997,0.575660766456,0.681912495669,0.51732479606,0.335781585131,0.56159090208,0.78038002478,0.524480936217,0.409383224126
175,S,Power,OTHER POWER,POWERHA,PWRHA STANDARD ED,5660a,,169.0,0.61161501363,0.0825856017609,0.46652,0.66,0.75674,0.806168181186,0.253199397895,0.642141482443,0.464057577674,1.50857032579,0.280089927478,0.254709366173,0.00929889102915,1.026632,0.022596,0,0,-0.03903,0.145853,0,-0.02997,0,0.0,0.0298217,0,0,7.4e-06,0.0,0,0.004461,0,0.98917002073528926,0.064226681462078633,0.022314084635586706,1.0600000000000001,0,0.2645390856,0.61161501363,0.715645910535,0.55775207718,0.389962606902,0.589444918177,0.821966240209,0.549563890572,0.450416410255
176,S,Power,OTHER POWER,POWERHA,PWRHA STANDARD ED,5662a,,289.0,0.55413432174,0.10086372976,0.373397396156,0.576,0.719301301922,1.84265954196,-0.0742279396019,1.44308227972,0.200396078993,0.0803876295338,0.63513352126,0.341651220585,0.011813827466,0.942656,-0.019871,0.397347,0,0,0.064293,0,0.014048,0,0.0,0.0249368,0.0411955,0,0,0.00564,0,0.2286585,0,0.97063243621638373,0.096522107005881305,0.028168563410073344,1.0600000000000001,0,0.266262677327,0.55413432174,0.660268432995,0.495349979474,0.304303089897,0.544028227011,0.757495306112,0.511005619527,0.387111016607
